Project,Round,Site,Seine#,Common,Length_mm,Count,checkID,Notes,Weight_damp_g
CMI,4,Glacier Spit,1,Great Sculpin,31,1,,,
CMI,4,Glacier Spit,1,Great Sculpin,37,1,,,
CMI,4,Glacier Spit,1,Great Sculpin,36,1,,,
CMI,4,Glacier Spit,1,Great Sculpin,50,1,,,
CMI,4,Glacier Spit,1,Great Sculpin,34,1,,,
CMI,4,Glacier Spit,1,Great Sculpin,30,1,,,
CMI,4,Glacier Spit,1,Great Sculpin,39,1,,,
CMI,4,Glacier Spit,1,Great Sculpin,32,1,,,
CMI,4,Glacier Spit,1,Great Sculpin,38,1,,,
CMI,4,Glacier Spit,1,Great Sculpin,,32,,,
CMI,4,Glacier Spit,1,Unidentified Sculpin (J),,3,,,
CMI,4,Glacier Spit,1,Rock Sole,47,1,,,
CMI,4,Glacier Spit,1,Rock Sole,35,1,,,
CMI,4,Glacier Spit,1,Rock Sole,35,1,,,
CMI,4,Glacier Spit,1,Rock Sole,30,1,,,
CMI,4,Glacier Spit,1,Rock Sole,50,1,,,
CMI,4,Glacier Spit,1,Rock Sole,47,1,,,
CMI,4,Glacier Spit,1,Rock Sole,35,1,,,
CMI,4,Glacier Spit,1,Rock Sole,40,1,,,
CMI,4,Glacier Spit,1,Rock Sole,31,1,,,
CMI,4,Glacier Spit,1,Rock Sole,41,1,,,
CMI,4,Glacier Spit,1,Rock Sole,35,1,,,
CMI,4,Glacier Spit,1,Rock Sole,40,1,,,
CMI,4,Glacier Spit,1,Rock Sole,43,1,,,
CMI,4,Glacier Spit,1,Rock Sole,51,1,,,
CMI,4,Glacier Spit,1,Rock Sole,39,1,,,
CMI,4,Glacier Spit,1,Rock Sole,39,1,,,
CMI,4,Glacier Spit,1,Rock Sole,46,1,,,
CMI,4,Glacier Spit,1,Rock Sole,44,1,,,
CMI,4,Glacier Spit,1,Rock Sole,34,1,,,
CMI,4,Glacier Spit,1,Rock Sole,46,1,,,
CMI,4,Glacier Spit,1,Rock Sole,48,1,,,
CMI,4,Glacier Spit,1,Rock Sole,55,1,,,
CMI,4,Glacier Spit,1,Rock Sole,50,1,,,
CMI,4,Glacier Spit,1,Rock Sole,41,1,,,
CMI,4,Glacier Spit,1,Rock Sole,45,1,,,
CMI,4,Glacier Spit,1,Pacific Sand Lance,118,1,,One Pacific Sand Lance for Kim,
CMI,4,Glacier Spit,1,Pacific Sand Lance,136,1,,One Pacific Sand Lance for Kim,
CMI,4,Glacier Spit,1,Pacific Sand Lance,110,1,,One Pacific Sand Lance for Kim,
CMI,4,Glacier Spit,1,Pacific Sand Lance,143,1,,,
CMI,4,Glacier Spit,1,Pacific Sand Lance,130,1,,,
CMI,4,Glacier Spit,1,Pacific Sand Lance,115,1,,,
CMI,4,Glacier Spit,1,Pacific Sand Lance,134,1,,,
CMI,4,Glacier Spit,1,Pacific Sand Lance,77,1,,,
CMI,4,Glacier Spit,1,Pacific Sand Lance,65,1,,,
CMI,4,Glacier Spit,1,Pacific Sand Lance,120,1,,,
CMI,4,Glacier Spit,1,Pacific Sand Lance,103,1,,,
CMI,4,Glacier Spit,1,Pacific Sand Lance,71,1,,,
CMI,4,Glacier Spit,1,Pacific Sand Lance,56,1,,,
CMI,4,Glacier Spit,1,Pacific Sand Lance,116,1,,,
CMI,4,Glacier Spit,1,Pacific Sand Lance,122,1,,,
CMI,4,Glacier Spit,1,Pacific Sand Lance,67,1,,,
CMI,4,Glacier Spit,1,Pacific Sand Lance,77,1,,,
CMI,4,Glacier Spit,1,Pacific Sand Lance,66,1,,,
CMI,4,Glacier Spit,1,Pacific Sand Lance,66,1,,,
CMI,4,Glacier Spit,1,Pacific Sand Lance,114,1,,,
CMI,4,Glacier Spit,1,Pacific Sand Lance,73,1,,,
CMI,4,Glacier Spit,1,Pacific Sand Lance,129,1,,,
CMI,4,Glacier Spit,1,Pacific Sand Lance,110,1,,,
CMI,4,Glacier Spit,1,Saffron Cod (J),96,1,,,
CMI,4,Glacier Spit,1,Saffron Cod (J),86,1,,,
CMI,4,Glacier Spit,1,Tidepool Sculpin,36,1,,,
CMI,4,Glacier Spit,1,Tidepool Sculpin,33,1,,,
CMI,4,Glacier Spit,1,Tidepool Sculpin,34,1,,,
CMI,4,Glacier Spit,1,Tidepool Sculpin,26,1,,,
CMI,4,Glacier Spit,1,White Spotted Greenling,78,1,,,
CMI,4,Glacier Spit,1,Crescent Gunnel,158,1,,,
CMI,4,Glacier Spit,1,Red Irish Lord,40,1,,Pics,
CMI,4,Glacier Spit,1,Lingcod (J),80,1,,,
CMI,4,Glacier Spit,1,Snailfish,10,1,,,
CMI,4,Glacier Spit,1,Snailfish,31,1,,,
CMI,4,Glacier Spit,2,Crescent Gunnel,100,1,,,
CMI,4,Glacier Spit,2,Crescent Gunnel,78,1,,,
CMI,4,Glacier Spit,2,Crescent Gunnel,141,1,,,
CMI,4,Glacier Spit,2,Crescent Gunnel,155,1,,,
CMI,4,Glacier Spit,2,Crescent Gunnel,137,1,,,
CMI,4,Glacier Spit,2,Crescent Gunnel,95,1,,,
CMI,4,Glacier Spit,2,Crescent Gunnel,78,1,,,
CMI,4,Glacier Spit,2,Crescent Gunnel,87,1,,,
CMI,4,Glacier Spit,2,Lingcod (J),91,1,,,
CMI,4,Glacier Spit,2,Great Sculpin,42,1,,,
CMI,4,Glacier Spit,2,Great Sculpin,146,1,,,
CMI,4,Glacier Spit,2,Great Sculpin,40,1,,,
CMI,4,Glacier Spit,2,Great Sculpin,137,1,,,
CMI,4,Glacier Spit,2,Great Sculpin,35,1,,,
CMI,4,Glacier Spit,2,Great Sculpin,110,1,,,
CMI,4,Glacier Spit,2,Great Sculpin,37,1,,,
CMI,4,Glacier Spit,2,Great Sculpin,43,1,,,
CMI,4,Glacier Spit,2,Great Sculpin,32,1,,,
CMI,4,Glacier Spit,2,Great Sculpin,49,1,,,
CMI,4,Glacier Spit,2,Great Sculpin,32,1,,,
CMI,4,Glacier Spit,2,Great Sculpin,22,1,,,
CMI,4,Glacier Spit,2,Great Sculpin,34,1,,,
CMI,4,Glacier Spit,2,Great Sculpin,33,1,,,
CMI,4,Glacier Spit,2,Great Sculpin,35,1,,,
CMI,4,Glacier Spit,2,Great Sculpin,36,1,,,
CMI,4,Glacier Spit,2,Rock Sole,116,1,,,
CMI,4,Glacier Spit,2,Saffron Cod (J),101,1,,,
CMI,4,Glacier Spit,2,Saffron Cod (J),95,1,,,
CMI,4,Glacier Spit,2,Saffron Cod (J),90,1,,,
CMI,4,Glacier Spit,2,Saffron Cod (J),92,1,,,
CMI,4,Glacier Spit,2,Saffron Cod (J),90,1,,,
CMI,4,Glacier Spit,2,Saffron Cod (J),99,1,,,
CMI,4,Glacier Spit,2,Saffron Cod (J),94,1,,,
CMI,4,Glacier Spit,2,Saffron Cod (J),94,1,,,
CMI,4,Glacier Spit,2,Saffron Cod (J),84,1,,,
CMI,4,Glacier Spit,2,Saffron Cod (J),97,1,,,
CMI,4,Glacier Spit,2,Saffron Cod (J),90,1,,,
CMI,4,Glacier Spit,2,Saffron Cod (J),84,1,,,
CMI,4,Glacier Spit,2,Saffron Cod (J),87,1,,,
CMI,4,Glacier Spit,2,Saffron Cod (J),92,1,,,
CMI,4,Glacier Spit,2,Saffron Cod (J),96,1,,,
CMI,4,Glacier Spit,2,Saffron Cod (J),90,1,,,
CMI,4,Glacier Spit,2,Saffron Cod (J),100,1,,,
CMI,4,Glacier Spit,2,Pacific Sand Lance,117,1,,,
CMI,4,Glacier Spit,2,Pacific Sand Lance,118,1,,,
CMI,4,Glacier Spit,2,White Spotted Greenling,89,1,,,
CMI,4,Glacier Spit,2,Tidepool Sculpin,40,1,,,
CMI,4,Glacier Spit,2,Tidepool Sculpin,12,1,,,
CMI,4,Glacier Spit,2,Tidepool Sculpin,22,1,,,
CMI,4,Glacier Spit,2,Pacific Cod (J),86,1,,,
CMI,4,Glacier Spit,2,Sockeye Salmon,130,1,,,
CMI,4,Glacier Spit,2,Longfin Smelt,115,1,,Jacob Pics,7.71
CMI,4,Glacier Spit,2,Pacific Herring,41,1,,,
CMI,4,Glacier Spit,2,Pacific Herring,37,1,,,
CMI,4,Glacier Spit,2,Staghorn Sculpin,279,1,,,
CMI,4,Glacier Spit,2,Staghorn Sculpin,218,1,,,
CMI,4,Glacier Spit,2,Buffalo Sculpin,107,1,,,
CMI,4,Glacier Spit,3,Staghorn Sculpin,235,1,,,
CMI,4,Glacier Spit,3,Pacific Sand Lance,111,1,,,
CMI,4,Glacier Spit,3,Pacific Sand Lance,124,1,,,
CMI,4,Glacier Spit,3,Pacific Sand Lance,120,1,,,
CMI,4,Glacier Spit,3,Pacific Sand Lance,104,1,,,
CMI,4,Glacier Spit,3,Pacific Sand Lance,122,1,,,
CMI,4,Glacier Spit,3,Pacific Sand Lance,116,1,,,
CMI,4,Glacier Spit,3,Pacific Sand Lance,115,1,,,
CMI,4,Glacier Spit,3,Pacific Sand Lance,119,1,,,
CMI,4,Glacier Spit,3,Pacific Herring,40,1,,,
CMI,4,Glacier Spit,3,Pacific Herring,38,1,,,
CMI,4,Glacier Spit,3,Great Sculpin,30,1,,,
CMI,4,Glacier Spit,3,Great Sculpin,39,1,,,
CMI,4,Glacier Spit,3,Great Sculpin,41,1,,,
CMI,4,Glacier Spit,3,Great Sculpin,37,1,,,
CMI,4,Glacier Spit,3,Longfin Smelt,113,1,,Jacob Pics,
CMI,4,Barabara,1,Saffron Cod (J),86,1,,,
CMI,4,Barabara,1,Saffron Cod (J),84,1,,,
CMI,4,Barabara,1,Saffron Cod (J),85,1,,,
CMI,4,Barabara,1,Saffron Cod (J),91,1,,,
CMI,4,Barabara,1,Saffron Cod (J),90,1,,,
CMI,4,Barabara,1,Saffron Cod (J),82,1,,,
CMI,4,Barabara,1,Saffron Cod (J),81,1,,,
CMI,4,Barabara,1,Saffron Cod (J),96,1,,,
CMI,4,Barabara,1,Saffron Cod (J),83,1,,,
CMI,4,Barabara,1,Saffron Cod (J),106,1,,,
CMI,4,Barabara,1,Saffron Cod (J),86,1,,,
CMI,4,Barabara,1,Saffron Cod (J),84,1,,,
CMI,4,Barabara,1,Saffron Cod (J),83,1,,,
CMI,4,Barabara,1,Saffron Cod (J),91,1,,,
CMI,4,Barabara,1,Saffron Cod (J),170,1,,,
CMI,4,Barabara,1,Saffron Cod (J),86,1,,,
CMI,4,Barabara,1,Saffron Cod (J),111,1,,,
CMI,4,Barabara,1,Saffron Cod (J),175,1,,,
CMI,4,Barabara,1,Saffron Cod (J),83,1,,,
CMI,4,Barabara,1,Saffron Cod (J),219,1,,,
CMI,4,Barabara,1,Saffron Cod (J),90,1,,,
CMI,4,Barabara,1,Saffron Cod (J),284,1,,,
CMI,4,Barabara,1,Saffron Cod (J),209,1,,,
CMI,4,Barabara,1,Saffron Cod (J),95,1,,,
CMI,4,Barabara,1,Saffron Cod (J),95,1,,,
CMI,4,Barabara,1,Saffron Cod (J),245,1,,,
CMI,4,Barabara,1,Saffron Cod (J),182,1,,,
CMI,4,Barabara,1,Saffron Cod (J),203,1,,,
CMI,4,Barabara,1,Saffron Cod (J),85,1,,,
CMI,4,Barabara,1,Saffron Cod (J),175,1,,,
CMI,4,Barabara,1,Saffron Cod (J),104,1,,,
CMI,4,Barabara,1,Saffron Cod (J),,810,,,
CMI,4,Barabara,1,Pacific Cod (J),84,1,,,
CMI,4,Barabara,1,Pacific Cod (J),85,1,,,
CMI,4,Barabara,1,Pacific Cod (J),96,1,,,
CMI,4,Barabara,1,Pacific Cod (J),78,1,,,
CMI,4,Barabara,1,Pacific Cod (J),69,1,,,
CMI,4,Barabara,1,Pacific Cod (J),90,1,,,
CMI,4,Barabara,1,Pacific Cod (J),88,1,,,
CMI,4,Barabara,1,Pacific Cod (J),85,1,,,
CMI,4,Barabara,1,Pacific Cod (J),71,1,,,
CMI,4,Barabara,1,Pacific Cod (J),85,1,,,
CMI,4,Barabara,1,Pacific Cod (J),87,1,,,
CMI,4,Barabara,1,Pacific Cod (J),99,1,,,
CMI,4,Barabara,1,Pacific Cod (J),85,1,,,
CMI,4,Barabara,1,Pacific Cod (J),87,1,,,
CMI,4,Barabara,1,Pacific Cod (J),78,1,,,
CMI,4,Barabara,1,Pacific Cod (J),84,1,,,
CMI,4,Barabara,1,Pacific Cod (J),93,1,,,
CMI,4,Barabara,1,Pacific Cod (J),93,1,,,
CMI,4,Barabara,1,Pacific Cod (J),78,1,,,
CMI,4,Barabara,1,Pacific Cod (J),83,1,,,
CMI,4,Barabara,1,Pacific Cod (J),80,1,,,
CMI,4,Barabara,1,Pacific Cod (J),83,1,,,
CMI,4,Barabara,1,Pacific Cod (J),74,1,,,
CMI,4,Barabara,1,Pacific Cod (J),92,1,,,
CMI,4,Barabara,1,Pacific Cod (J),95,1,,,
CMI,4,Barabara,1,Pacific Cod (J),80,1,,,
CMI,4,Barabara,1,Pacific Cod (J),65,1,,,
CMI,4,Barabara,1,Pacific Cod (J),75,1,,,
CMI,4,Barabara,1,Pacific Cod (J),82,1,,,
CMI,4,Barabara,1,Pacific Cod (J),85,1,,,
CMI,4,Barabara,1,Pacific Cod (J),,48,,,
CMI,4,Barabara,1,Pacific Sand Lance,85,1,,,
CMI,4,Barabara,1,Pacific Sand Lance,45,1,,,
CMI,4,Barabara,1,Pacific Sand Lance,137,1,,,
CMI,4,Barabara,1,Pacific Sand Lance,132,1,,,
CMI,4,Barabara,1,Pacific Sand Lance,140,1,,,
CMI,4,Barabara,1,Pacific Sand Lance,142,1,,,
CMI,4,Barabara,1,Pacific Sand Lance,137,1,,,
CMI,4,Barabara,1,Pacific Sand Lance,148,1,,,
CMI,4,Barabara,1,Pacific Sand Lance,112,1,,One Pacific Sand Lance for Kim,
CMI,4,Barabara,1,Pacific Sand Lance,135,1,,One Pacific Sand Lance for Kim,
CMI,4,Barabara,1,Pacific Sand Lance,128,1,,One Pacific Sand Lance for Kim,
CMI,4,Barabara,1,Pacific Sand Lance,121,1,,,
CMI,4,Barabara,1,Pacific Sand Lance,131,1,,,
CMI,4,Barabara,1,Pacific Sand Lance,122,1,,One Pacific Sand Lance for Kim,
CMI,4,Barabara,1,Pacific Sand Lance,135,1,,,
CMI,4,Barabara,1,Pacific Sand Lance,116,1,,,
CMI,4,Barabara,1,Pacific Sand Lance,119,1,,One Pacific Sand Lance for Kim,
CMI,4,Barabara,1,Pacific Sand Lance,130,1,,,
CMI,4,Barabara,1,Pacific Sand Lance,164,1,,,
CMI,4,Barabara,1,Pacific Sand Lance,131,1,,,
CMI,4,Barabara,1,Pacific Sand Lance,130,1,,,
CMI,4,Barabara,1,Pacific Sand Lance,117,1,,,
CMI,4,Barabara,1,Pacific Sand Lance,140,1,,,
CMI,4,Barabara,1,Pacific Sand Lance,164,1,,,
CMI,4,Barabara,1,Pacific Sand Lance,156,1,,,
CMI,4,Barabara,1,Pacific Sand Lance,141,1,,,
CMI,4,Barabara,1,Pacific Sand Lance,157,1,,,
CMI,4,Barabara,1,Pacific Sand Lance,137,1,,,
CMI,4,Barabara,1,Pacific Sand Lance,130,1,,,
CMI,4,Barabara,1,Pacific Sand Lance,124,1,,,
CMI,4,Barabara,1,Pacific Sand Lance,,21,,,
CMI,4,Barabara,1,Rock Sole,212,1,,,
CMI,4,Barabara,1,Rock Sole,121,1,,,
CMI,4,Barabara,1,Rock Sole,118,1,,,
CMI,4,Barabara,1,Pacific Tomcod (J),76,1,,,
CMI,4,Barabara,1,Pacific Tomcod (J),89,1,,,
CMI,4,Barabara,1,Crescent Gunnel,134,1,,,
CMI,4,Barabara,1,White Spotted Greenling,94,1,,,
CMI,4,Barabara,1,White Spotted Greenling,93,1,,,
CMI,4,Barabara,1,White Spotted Greenling,108,1,,,
CMI,4,Barabara,1,White Spotted Greenling,90,1,,,
CMI,4,Barabara,1,White Spotted Greenling,94,1,,,
CMI,4,Barabara,1,Masked Greenling,92,1,,,
CMI,4,Barabara,1,Masked Greenling,80,1,,,
CMI,4,Barabara,1,English Sole,135,1,,,
CMI,4,Barabara,1,Kelp Greenling,85,1,,,
CMI,4,Barabara,2,Saffron Cod (J),86,1,,,
CMI,4,Barabara,2,Saffron Cod (J),97,1,,,
CMI,4,Barabara,2,Saffron Cod (J),85,1,,,
CMI,4,Barabara,2,Saffron Cod (J),88,1,,,
CMI,4,Barabara,2,Saffron Cod (J),81,1,,,
CMI,4,Barabara,2,Saffron Cod (J),87,1,,,
CMI,4,Barabara,2,Saffron Cod (J),116,1,,,
CMI,4,Barabara,2,Saffron Cod (J),84,1,,,
CMI,4,Barabara,2,Saffron Cod (J),89,1,,,
CMI,4,Barabara,2,Saffron Cod (J),186,1,,,
CMI,4,Barabara,2,Saffron Cod (J),185,1,,,
CMI,4,Barabara,2,Saffron Cod (J),216,1,,,
CMI,4,Barabara,2,Saffron Cod (J),214,1,,,
CMI,4,Barabara,2,Saffron Cod (J),212,1,,,
CMI,4,Barabara,2,Saffron Cod (J),187,1,,,
CMI,4,Barabara,2,Saffron Cod (J),181,1,,,
CMI,4,Barabara,2,Saffron Cod (J),85,1,,,
CMI,4,Barabara,2,Saffron Cod (J),203,1,,,
CMI,4,Barabara,2,Saffron Cod (J),89,1,,,
CMI,4,Barabara,2,Saffron Cod (J),92,1,,,
CMI,4,Barabara,2,Saffron Cod (J),91,1,,,
CMI,4,Barabara,2,Saffron Cod (J),197,1,,,
CMI,4,Barabara,2,Saffron Cod (J),91,1,,,
CMI,4,Barabara,2,Saffron Cod (J),226,1,,,
CMI,4,Barabara,2,Saffron Cod (J),219,1,,,
CMI,4,Barabara,2,Saffron Cod (J),185,1,,,
CMI,4,Barabara,2,Saffron Cod (J),185,1,,,
CMI,4,Barabara,2,Saffron Cod (J),215,1,,,
CMI,4,Barabara,2,Saffron Cod (J),199,1,,,
CMI,4,Barabara,2,Saffron Cod (J),223,1,,,
CMI,4,Barabara,2,Saffron Cod (J),,89,,,
CMI,4,Barabara,2,Rock Sole,103,1,,,
CMI,4,Barabara,2,Rock Sole,125,1,,,
CMI,4,Barabara,2,Rock Sole,149,1,,,
CMI,4,Barabara,2,Rock Sole,135,1,,,
CMI,4,Barabara,2,Rock Sole,115,1,,,
CMI,4,Barabara,2,Rock Sole,128,1,,,
CMI,4,Barabara,2,Rock Sole,198,1,,,
CMI,4,Barabara,2,Rock Sole,128,1,,,
CMI,4,Barabara,2,Rock Sole,217,1,,,
CMI,4,Barabara,2,Rock Sole,120,1,,,
CMI,4,Barabara,2,Rock Sole,109,1,,,
CMI,4,Barabara,2,Rock Sole,103,1,,,
CMI,4,Barabara,2,Rock Sole,134,1,,,
CMI,4,Barabara,2,Rock Sole,262,1,,,
CMI,4,Barabara,2,Rock Sole,129,1,,,
CMI,4,Barabara,2,Rock Sole,130,1,,,
CMI,4,Barabara,2,Rock Sole,120,1,,,
CMI,4,Barabara,2,Rock Sole,174,1,,,
CMI,4,Barabara,2,Rock Sole,139,1,,,
CMI,4,Barabara,2,Rock Sole,60,1,,,
CMI,4,Barabara,2,Rock Sole,109,1,,,
CMI,4,Barabara,2,Rock Sole,110,1,,,
CMI,4,Barabara,2,Rock Sole,106,1,,,
CMI,4,Barabara,2,Rock Sole,55,1,,,
CMI,4,Barabara,2,Rock Sole,123,1,,,
CMI,4,Barabara,2,Buffalo Sculpin,87,1,,,
CMI,4,Barabara,2,Buffalo Sculpin,95,1,,,
CMI,4,Barabara,2,Buffalo Sculpin,71,1,,,
CMI,4,Barabara,2,Buffalo Sculpin,95,1,,,
CMI,4,Barabara,2,Buffalo Sculpin,88,1,,,
CMI,4,Barabara,2,Buffalo Sculpin,25,1,,,
CMI,4,Barabara,2,Buffalo Sculpin,82,1,,,
CMI,4,Barabara,2,Staghorn Sculpin,283,1,,,
CMI,4,Barabara,2,Staghorn Sculpin,256,1,,,
CMI,4,Barabara,2,Staghorn Sculpin,22,1,,,
CMI,4,Barabara,2,Staghorn Sculpin,326,1,,,
CMI,4,Barabara,2,English Sole,88,1,,,
CMI,4,Barabara,2,English Sole,81,1,,,
CMI,4,Barabara,2,English Sole,83,1,,,
CMI,4,Barabara,2,Pacific Cod (J),95,1,,,
CMI,4,Barabara,2,White Spotted Greenling,92,1,,,
CMI,4,Barabara,2,White Spotted Greenling,97,1,,,
CMI,4,Barabara,2,White Spotted Greenling,94,1,,,
CMI,4,Barabara,2,Sand Sole,95,1,,,
CMI,4,Barabara,2,Sand Sole,106,1,,,
CMI,4,Barabara,2,Snailfish,15,1,,,
CMI,4,Barabara,2,Sturgeon Poacher,42,1,,,
CMI,4,Barabara,2,Sturgeon Poacher,28,1,,,
CMI,4,Barabara,3,Rock Sole,116,1,,,
CMI,4,Barabara,3,Rock Sole,128,1,,,
CMI,4,Barabara,3,Rock Sole,96,1,,,
CMI,4,Barabara,3,Rock Sole,135,1,,,
CMI,4,Barabara,3,Rock Sole,175,1,,,
CMI,4,Barabara,3,Saffron Cod (J),180,1,,,
CMI,4,Barabara,3,Saffron Cod (J),90,1,,,
CMI,4,Barabara,3,Saffron Cod (J),86,1,,,
CMI,4,Barabara,3,Saffron Cod (J),83,1,,,
CMI,4,Barabara,3,Saffron Cod (J),87,1,,,
CMI,4,Barabara,3,Saffron Cod (J),90,1,,,
CMI,4,Barabara,3,Saffron Cod (J),88,1,,,
CMI,4,Barabara,3,Saffron Cod (J),96,1,,,
CMI,4,Barabara,3,Saffron Cod (J),84,1,,,
CMI,4,Barabara,3,Saffron Cod (J),82,1,,,
CMI,4,Barabara,3,Saffron Cod (J),124,1,,,
CMI,4,Barabara,3,Saffron Cod (J),85,1,,,
CMI,4,Barabara,3,Saffron Cod (J),90,1,,,
CMI,4,Barabara,3,Buffalo Sculpin,82,1,,,
CMI,4,Barabara,3,Buffalo Sculpin,100,1,,,
CMI,4,Barabara,3,Buffalo Sculpin,32,1,,,
CMI,4,Barabara,3,Buffalo Sculpin,100,1,,,
CMI,4,Barabara,3,Buffalo Sculpin,77,1,,,
CMI,4,Barabara,3,Buffalo Sculpin,100,1,,,
CMI,4,Barabara,3,Staghorn Sculpin,279,1,,,
CMI,4,Barabara,3,Great Sculpin,132,1,,,
CMI,4,Barabara,3,Great Sculpin,45,1,,,
CMI,4,Barabara,3,Crescent Gunnel,111,1,,,
CMI,4,Barabara,3,Crescent Gunnel,100,1,,,
CMI,4,Tutka,1,Dolly Varden,330,1,,Infected or wounded,
CMI,4,Tutka,1,Dolly Varden,310,1,,,
CMI,4,Tutka,1,Dolly Varden,277,1,,,
CMI,4,Tutka,1,Dolly Varden,220,1,,,
CMI,4,Tutka,1,Rock Sole,151,1,,,
CMI,4,Tutka,1,Rock Sole,148,1,,,
CMI,4,Tutka,1,Rock Sole,177,1,,,
CMI,4,Tutka,1,Rock Sole,375,1,,,
CMI,4,Tutka,1,Rock Sole,160,1,,,
CMI,4,Tutka,1,Rock Sole,156,1,,,
CMI,4,Tutka,1,Rock Sole,194,1,,,
CMI,4,Tutka,1,Rock Sole,180,1,,,
CMI,4,Tutka,1,Rock Sole,165,1,,,
CMI,4,Tutka,1,Rock Sole,166,1,,,
CMI,4,Tutka,1,Rock Sole,160,1,,,
CMI,4,Tutka,1,Rock Sole,155,1,,,
CMI,4,Tutka,1,Rock Sole,170,1,,,
CMI,4,Tutka,1,Rock Sole,149,1,,,
CMI,4,Tutka,1,Rock Sole,197,1,,,
CMI,4,Tutka,1,Rock Sole,164,1,,,
CMI,4,Tutka,1,Rock Sole,153,1,,,
CMI,4,Tutka,1,Rock Sole,223,1,,,
CMI,4,Tutka,1,Rock Sole,175,1,,,
CMI,4,Tutka,1,Rock Sole,166,1,,,
CMI,4,Tutka,1,Rock Sole,168,1,,,
CMI,4,Tutka,1,Rock Sole,165,1,,,
CMI,4,Tutka,1,Rock Sole,120,1,,,
CMI,4,Tutka,1,Rock Sole,180,1,,,
CMI,4,Tutka,1,Rock Sole,178,1,,,
CMI,4,Tutka,1,Great Sculpin,162,1,,,
CMI,4,Tutka,1,Great Sculpin,23,1,,,
CMI,4,Tutka,1,Great Sculpin,136,1,,,
CMI,4,Tutka,1,Great Sculpin,165,1,,,
CMI,4,Tutka,1,Great Sculpin,31,1,,,
CMI,4,Tutka,1,Great Sculpin,35,1,,,
CMI,4,Tutka,1,Coho Salmon,54,1,,,
CMI,4,Tutka,1,Lingcod (J),100,1,,,
CMI,4,Tutka,1,Crescent Gunnel,132,1,,,
CMI,4,Tutka,1,Crescent Gunnel,45,1,,,
CMI,4,Tutka,1,Crescent Gunnel,46,1,,,
CMI,4,Tutka,1,Chum Salmon,72,1,,,
CMI,4,Tutka,1,Pacific Sand Lance,97,1,,,
CMI,4,Tutka,1,Pacific Herring,30,1,,,
CMI,4,Tutka,1,Pacific Herring,30,1,,,
CMI,4,Tutka,1,Unidentified Flatfish (J),22,1,,,
CMI,4,Tutka,1,Unidentified Flatfish (J),22,1,,,
CMI,4,Tutka,2,Unidentified Sculpin (J),,1,,,
CMI,4,Tutka,2,Rock Sole,156,1,,,
CMI,4,Tutka,2,Rock Sole,161,1,,,
CMI,4,Tutka,2,Rock Sole,152,1,,,
CMI,4,Tutka,2,Rock Sole,145,1,,,
CMI,4,Tutka,2,Rock Sole,150,1,,,
CMI,4,Tutka,2,Rock Sole,165,1,,,
CMI,4,Tutka,2,Rock Sole,189,1,,,
CMI,4,Tutka,2,Rock Sole,243,1,,,
CMI,4,Tutka,2,Rock Sole,151,1,,,
CMI,4,Tutka,2,Rock Sole,160,1,,,
CMI,4,Tutka,2,Rock Sole,144,1,,,
CMI,4,Tutka,2,Rock Sole,125,1,,,
CMI,4,Tutka,2,Rock Sole,148,1,,,
CMI,4,Tutka,2,Rock Sole,163,1,,,
CMI,4,Tutka,2,Rock Sole,162,1,,,
CMI,4,Tutka,2,Rock Sole,170,1,,,
CMI,4,Tutka,2,Rock Sole,168,1,,,
CMI,4,Tutka,2,Rock Sole,165,1,,,
CMI,4,Tutka,2,Rock Sole,159,1,,,
CMI,4,Tutka,2,Rock Sole,160,1,,,
CMI,4,Tutka,2,Rock Sole,171,1,,,
CMI,4,Tutka,2,Rock Sole,184,1,,,
CMI,4,Tutka,2,Rock Sole,135,1,,,
CMI,4,Tutka,2,Rock Sole,179,1,,,
CMI,4,Tutka,2,Rock Sole,165,1,,,
CMI,4,Tutka,2,Rock Sole,154,1,,,
CMI,4,Tutka,2,Rock Sole,152,1,,,
CMI,4,Tutka,2,Rock Sole,215,1,,,
CMI,4,Tutka,2,Rock Sole,171,1,,,
CMI,4,Tutka,2,Great Sculpin,179,1,,,
CMI,4,Tutka,2,Great Sculpin,163,1,,,
CMI,4,Tutka,2,Great Sculpin,120,1,,,
CMI,4,Tutka,2,Great Sculpin,113,1,,,
CMI,4,Tutka,2,Great Sculpin,172,1,,,
CMI,4,Tutka,2,Great Sculpin,180,1,,,
CMI,4,Tutka,2,Great Sculpin,119,1,,,
CMI,4,Tutka,2,Great Sculpin,130,1,,,
CMI,4,Tutka,2,Lingcod (J),83,1,,,
CMI,4,Tutka,2,Lingcod (J),97,1,,,
CMI,4,Tutka,2,Lingcod (J),97,1,,,
CMI,4,Tutka,2,Lingcod (J),96,1,,,
CMI,4,Tutka,2,Pacific Cod (J),84,1,,,
CMI,4,Tutka,2,Pacific Cod (J),87,1,,,
CMI,4,Tutka,2,Three Spine Stickleback,32,1,,,
CMI,4,Tutka,2,Three Spine Stickleback,23,1,,,
CMI,4,Tutka,2,Three Spine Stickleback,23,1,,,
CMI,4,Tutka,2,Three Spine Stickleback,22,1,,,
CMI,4,Tutka,2,Crescent Gunnel,152,1,,,
CMI,4,Tutka,2,Larval Fish,14,1,,,
CMI,4,Tutka,2,Larval Fish,12,1,,,
CMI,4,Tutka,2,Larval Fish,12,1,,,
