Project,Round,Site,Seine#,Common,Length_mm,Count,checkID,Notes,Weight_damp_g
CMI,4,Tutka,2,Capelin,43,1,,,
CMI,4,Tutka,2,Capelin,45,1,,,
CMI,4,Tutka,2,Capelin,36,1,,,
CMI,4,Tutka,2,Capelin,39,1,,,
CMI,4,Tutka,2,Capelin,37,1,,,
CMI,4,Tutka,2,Capelin,36,1,,,
CMI,4,Tutka,2,Chum Salmon,48,1,,,
CMI,4,Tutka,2,Chum Salmon,54,1,,,
CMI,4,Tutka,2,Pacific Herring,35,1,,,
CMI,4,Tutka,3,Coho Salmon,110,1,,,
CMI,4,Tutka,3,Coho Salmon,123,1,,,
CMI,4,Tutka,3,Pink Salmon,620,1,,,
CMI,4,Tutka,3,Pink Salmon,570,1,,,
CMI,4,Tutka,3,Pink Salmon,520,1,,,
CMI,4,Tutka,3,Pink Salmon,510,1,,,
CMI,4,Tutka,3,Pink Salmon,580,1,,,
CMI,4,Tutka,3,Pink Salmon,510,1,,,
CMI,4,Tutka,3,Pink Salmon,575,1,,,
CMI,4,Tutka,3,Pink Salmon,550,1,,,
CMI,4,Tutka,3,Pink Salmon,640,1,,,
CMI,4,Tutka,3,Pink Salmon,550,1,,,
CMI,4,Tutka,3,Pink Salmon,515,1,,,
CMI,4,Tutka,3,Pink Salmon,555,1,,,
CMI,4,Tutka,3,Pink Salmon,560,1,,,
CMI,4,Tutka,3,Pink Salmon,530,1,,,
CMI,4,Tutka,3,Pink Salmon,528,1,,,
CMI,4,Tutka,3,Dolly Varden,168,1,,,
CMI,4,Tutka,3,Dolly Varden,165,1,,,
CMI,4,Tutka,3,Starry Flounder,248,1,,,
CMI,4,Tutka,3,Starry Flounder,339,1,,,
CMI,4,Tutka,3,Starry Flounder,275,1,,,
CMI,4,Tutka,3,Starry Flounder,132,1,,,
CMI,4,Tutka,3,Starry Flounder,350,1,,,
CMI,4,Tutka,3,Staghorn Sculpin,220,1,,,
CMI,4,Tutka,3,Rock Sole,155,1,,,
CMI,4,Tutka,3,Rock Sole,199,1,,,
CMI,4,Tutka,3,Rock Sole,210,1,,,
CMI,4,Tutka,3,Rock Sole,160,1,,,
CMI,4,Tutka,3,Rock Sole,160,1,,,
CMI,4,Tutka,3,Rock Sole,163,1,,,
CMI,4,Tutka,3,Rock Sole,169,1,,,
CMI,4,Tutka,3,Sturgeon Poacher,40,1,,,
CMI,4,Tutka,3,Shorthorn Sculpin,338,1,,"1st dorsal separate from caudle, 17 fin rays, white spotted bottom could be short horn sculpin.  CG confirmed description ID.",
CMI,4,Seldovia Harbor,1,Rock Sole,114,1,,,
CMI,4,Seldovia Harbor,1,Great Sculpin,31,1,,,
CMI,4,Seldovia Harbor,1,Great Sculpin,29,1,,,
CMI,4,Seldovia Harbor,1,Great Sculpin,40,1,,,
CMI,4,Seldovia Harbor,1,Great Sculpin,47,1,,,
CMI,4,Seldovia Harbor,1,Great Sculpin,41,1,,,
CMI,4,Seldovia Harbor,1,Great Sculpin,32,1,,,
CMI,4,Seldovia Harbor,1,Great Sculpin,40,1,,,
CMI,4,Seldovia Harbor,1,Great Sculpin,33,1,,,
CMI,4,Seldovia Harbor,1,Great Sculpin,35,1,,,
CMI,4,Seldovia Harbor,1,Crescent Gunnel,138,1,,,
CMI,4,Seldovia Harbor,2,Scalyhead Sculpin,119,1,,,
CMI,4,Seldovia Harbor,2,White Spotted Greenling,97,1,,,
CMI,4,Seldovia Harbor,2,Buffalo Sculpin,20,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),87,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),88,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),85,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),93,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),88,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),87,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),90,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),91,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),123,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),86,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),91,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),97,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),90,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),88,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),84,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),91,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),91,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),92,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),90,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),91,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),94,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),91,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),84,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),81,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),204,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),95,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),90,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),90,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),93,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),82,1,,,
CMI,4,Seldovia Harbor,2,Saffron Cod (J),,1224,,,
CMI,4,Seldovia Harbor,2,Pacific Tomcod (J),80,1,,,
CMI,4,Seldovia Harbor,2,Pacific Tomcod (J),66,1,,,
CMI,4,Seldovia Harbor,2,Pacific Tomcod (J),69,1,,,
CMI,4,Seldovia Harbor,2,Pacific Tomcod (J),81,1,,,
CMI,4,Seldovia Harbor,2,Pacific Tomcod (J),77,1,,,
CMI,4,Seldovia Harbor,2,Pacific Tomcod (J),68,1,,,
CMI,4,Seldovia Harbor,2,Pacific Tomcod (J),73,1,,,
CMI,4,Seldovia Harbor,2,Pacific Tomcod (J),78,1,,,
CMI,4,Seldovia Harbor,2,Pacific Tomcod (J),82,1,,,
CMI,4,Seldovia Harbor,2,Pacific Tomcod (J),70,1,,,
CMI,4,Seldovia Harbor,2,Pacific Tomcod (J),84,1,,,
CMI,4,Seldovia Harbor,2,Pacific Tomcod (J),72,1,,,
CMI,4,Seldovia Harbor,2,Pacific Tomcod (J),81,1,,,
CMI,4,Seldovia Harbor,2,Pacific Tomcod (J),72,1,,,
CMI,4,Seldovia Harbor,2,Pacific Tomcod (J),71,1,,,
CMI,4,Seldovia Harbor,2,Pacific Tomcod (J),73,1,,,
CMI,4,Seldovia Harbor,2,Pacific Tomcod (J),78,1,,,
CMI,4,Seldovia Harbor,2,Pacific Tomcod (J),67,1,,,
CMI,4,Seldovia Harbor,2,Pacific Tomcod (J),74,1,,,
CMI,4,Seldovia Harbor,2,Pacific Tomcod (J),82,1,,,
CMI,4,Seldovia Harbor,2,Pacific Tomcod (J),81,1,,,
CMI,4,Seldovia Harbor,2,Pacific Tomcod (J),75,1,,,
CMI,4,Seldovia Harbor,2,Pacific Tomcod (J),86,1,,,
CMI,4,Seldovia Harbor,2,Pacific Tomcod (J),76,1,,,
CMI,4,Seldovia Harbor,2,Pacific Tomcod (J),75,1,,,
CMI,4,Seldovia Harbor,2,Pacific Tomcod (J),76,1,,,
CMI,4,Seldovia Harbor,2,Pacific Tomcod (J),64,1,,,
CMI,4,Seldovia Harbor,2,Great Sculpin,31,1,,,
CMI,4,Seldovia Harbor,2,Great Sculpin,40,1,,,
CMI,4,Seldovia Harbor,2,Great Sculpin,38,1,,,
CMI,4,Seldovia Harbor,2,Great Sculpin,37,1,,,
CMI,4,Seldovia Harbor,2,Great Sculpin,35,1,,,
CMI,4,Seldovia Harbor,2,Great Sculpin,31,1,,,
CMI,4,Seldovia Harbor,2,Great Sculpin,32,1,,,
CMI,4,Seldovia Harbor,2,Great Sculpin,29,1,,,
CMI,4,Seldovia Harbor,2,Great Sculpin,37,1,,,
CMI,4,Seldovia Harbor,2,Great Sculpin,39,1,,,
CMI,4,Seldovia Harbor,2,Great Sculpin,32,1,,,
CMI,4,Seldovia Harbor,2,Great Sculpin,34,1,,,
CMI,4,Seldovia Harbor,2,Great Sculpin,35,1,,,
CMI,4,Seldovia Harbor,2,Great Sculpin,34,1,,,
CMI,4,Seldovia Harbor,2,Pacific Cod (J),91,1,,,
CMI,4,Seldovia Harbor,2,Pacific Cod (J),96,1,,,
CMI,4,Seldovia Harbor,2,Pacific Cod (J),92,1,,,
CMI,4,Seldovia Harbor,2,Pacific Cod (J),86,1,,,
CMI,4,Seldovia Harbor,2,Pacific Cod (J),89,1,,,
CMI,4,Seldovia Harbor,2,Pacific Cod (J),82,1,,,
CMI,4,Seldovia Harbor,2,Pacific Cod (J),92,1,,,
CMI,4,Seldovia Harbor,2,Pacific Cod (J),81,1,,,
CMI,4,Seldovia Harbor,2,Pacific Cod (J),49,1,,,
CMI,4,Seldovia Harbor,2,Pacific Cod (J),94,1,,,
CMI,4,Seldovia Harbor,2,Pacific Cod (J),91,1,,,
CMI,4,Seldovia Harbor,2,Pacific Cod (J),67,1,,,
CMI,4,Seldovia Harbor,2,Pacific Cod (J),87,1,,,
CMI,4,Seldovia Harbor,2,Pacific Cod (J),96,1,,,
CMI,4,Seldovia Harbor,2,Pacific Cod (J),95,1,,,
CMI,4,Seldovia Harbor,2,Pacific Cod (J),93,1,,,
CMI,4,Seldovia Harbor,2,Pacific Cod (J),86,1,,,
CMI,4,Seldovia Harbor,2,Pacific Cod (J),90,1,,,
CMI,4,Seldovia Harbor,2,Pacific Cod (J),90,1,,,
CMI,4,Seldovia Harbor,2,Pacific Cod (J),85,1,,,
CMI,4,Seldovia Harbor,2,Pacific Cod (J),87,1,,,
CMI,4,Seldovia Harbor,2,Walleye Pollock (J),83,1,,,
CMI,4,Seldovia Harbor,2,Armorhead Sculpin,122,1,,,
CMI,4,Seldovia Harbor,2,Armorhead Sculpin,112,1,,,
CMI,4,Seldovia Harbor,2,Snake Prickleback,290,1,,,
CMI,4,Seldovia Harbor,2,Lingcod (J),118,1,,,
CMI,4,Seldovia Harbor,2,Rock Sole,121,1,,,
CMI,4,Seldovia Harbor,2,Crescent Gunnel,144,1,,,
CMI,4,Seldovia Harbor,2,Crescent Gunnel,153,1,,,
CMI,4,Seldovia Harbor,2,Crescent Gunnel,99,1,,,
CMI,4,Seldovia Harbor,2,Crescent Gunnel,113,1,,,
CMI,4,Seldovia Harbor,2,Crescent Gunnel,92,1,,,
CMI,4,Seldovia Harbor,2,Crescent Gunnel,125,1,,,
CMI,4,Seldovia Harbor,2,Crescent Gunnel,150,1,,,
CMI,4,Seldovia Harbor,2,Crescent Gunnel,143,1,,,
CMI,4,Seldovia Harbor,3,Rock Sole,126,1,,,
CMI,4,Seldovia Harbor,3,Rock Sole,114,1,,,
CMI,4,Seldovia Harbor,3,Rock Sole,113,1,,,
CMI,4,Seldovia Harbor,3,Rock Sole,124,1,,,
CMI,4,Seldovia Harbor,3,Great Sculpin,124,1,,,
CMI,4,Seldovia Harbor,3,Great Sculpin,57,1,,,
CMI,4,Seldovia Harbor,3,Great Sculpin,32,1,,,
CMI,4,Seldovia Harbor,3,Great Sculpin,42,1,,,
CMI,4,Seldovia Harbor,3,Great Sculpin,50,1,,,
CMI,4,Seldovia Harbor,3,Great Sculpin,42,1,,,
CMI,4,Seldovia Harbor,3,Crescent Gunnel,101,1,,,
CMI,4,Seldovia Harbor,3,Crescent Gunnel,160,1,,,
CMI,4,Seldovia Harbor,3,Three Spine Stickleback,22,1,,,
CMI,4,Seldovia Harbor,3,Three Spine Stickleback,20,1,,,
CMI,4,Seldovia Harbor,3,English Sole,114,1,,,
CMI,4,Seldovia Harbor,3,English Sole,70,1,,,
CMI,4,Seldovia Harbor,3,English Sole,82,1,,,
CMI,4,Seldovia Harbor,3,Larval Fish,11,1,,Greenling?,
CMI,4,Seldovia Harbor,3,White Spotted Greenling,92,1,,,
CMI,5,Barabara,1,Great Sculpin,115,1,,,
CMI,5,Barabara,1,Great Sculpin,125,1,,,
CMI,5,Barabara,1,Rock Sole,97,1,,,
CMI,5,Barabara,1,Rock Sole,236,1,,,
CMI,5,Barabara,1,Rock Sole,258,1,,,
CMI,5,Barabara,1,Rock Sole,143,1,,,
CMI,5,Barabara,1,Lingcod (J),114,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,135,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,133,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,130,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,54,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,134,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,47,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,50,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,56,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,56,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,35,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,35,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,36,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,46,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,56,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,42,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,55,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,120,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,129,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,62,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,52,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,56,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,49,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,55,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,47,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,134,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,42,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,58,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,48,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,57,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,59,1,,,
CMI,5,Barabara,1,Pacific Sand Lance,,36,,Ten Pacific Sand Lance for Kim,
CMI,5,Barabara,1,Pacific Herring,37,1,,,
CMI,5,Barabara,1,Pacific Herring,32,1,,,
CMI,5,Barabara,1,Pacific Herring,32,1,,,
CMI,5,Barabara,1,Pacific Herring,33,1,,,
CMI,5,Barabara,1,Pacific Herring,36,1,,,
CMI,5,Barabara,1,Pacific Herring,36,1,,,
CMI,5,Barabara,1,Pacific Herring,33,1,,,
CMI,5,Barabara,1,Pacific Herring,33,1,,,
CMI,5,Barabara,1,Pacific Herring,34,1,,,
CMI,5,Barabara,1,Pacific Herring,33,1,,,
CMI,5,Barabara,1,Pacific Herring,37,1,,,
CMI,5,Barabara,1,Pacific Herring,35,1,,,
CMI,5,Barabara,1,Pacific Herring,40,1,,,
CMI,5,Barabara,1,Pacific Herring,41,1,,,
CMI,5,Barabara,1,Pacific Cod (J),75,1,,,
CMI,5,Barabara,1,Pacific Cod (J),90,1,,,
CMI,5,Barabara,1,Pacific Cod (J),91,1,,,
CMI,5,Barabara,1,Pacific Cod (J),89,1,,,
CMI,5,Barabara,1,Capelin,34,1,,,
CMI,5,Barabara,1,Capelin,30,1,,,
CMI,5,Barabara,1,Capelin,34,1,,,
CMI,5,Barabara,1,Capelin,30,1,,,
CMI,5,Barabara,1,Capelin,34,1,,,
CMI,5,Barabara,1,Capelin,35,1,,,
CMI,5,Barabara,1,Capelin,38,1,,,
CMI,5,Barabara,1,Capelin,35,1,,,
CMI,5,Barabara,1,Capelin,30,1,,,
CMI,5,Barabara,1,Capelin,34,1,,,
CMI,5,Barabara,1,Capelin,30,1,,,
CMI,5,Barabara,2,Great Sculpin,140,1,,,
CMI,5,Barabara,2,Great Sculpin,139,1,,,
CMI,5,Barabara,2,Great Sculpin,122,1,,,
CMI,5,Barabara,2,Great Sculpin,128,1,,,
CMI,5,Barabara,2,Buffalo Sculpin,85,1,,,
CMI,5,Barabara,2,Pacific Cod (J),80,1,,,
CMI,5,Barabara,2,Pacific Cod (J),72,1,,,
CMI,5,Barabara,2,Pacific Cod (J),83,1,,,
CMI,5,Barabara,2,Pacific Cod (J),89,1,,,
CMI,5,Barabara,2,Pacific Cod (J),83,1,,,
CMI,5,Barabara,2,Pacific Cod (J),77,1,,,
CMI,5,Barabara,2,Pacific Cod (J),80,1,,,
CMI,5,Barabara,2,Pacific Cod (J),95,1,,,
CMI,5,Barabara,2,Pacific Cod (J),92,1,,,
CMI,5,Barabara,2,Pacific Cod (J),94,1,,,
CMI,5,Barabara,2,Pacific Cod (J),75,1,,,
CMI,5,Barabara,2,Pacific Cod (J),70,1,,,
CMI,5,Barabara,2,Pacific Cod (J),70,1,,,
CMI,5,Barabara,2,Pacific Cod (J),80,1,,,
CMI,5,Barabara,2,Pacific Cod (J),85,1,,,
CMI,5,Barabara,2,Pacific Cod (J),93,1,,,
CMI,5,Barabara,2,Pacific Cod (J),94,1,,,
CMI,5,Barabara,2,Pacific Cod (J),90,1,,,
CMI,5,Barabara,2,Pacific Cod (J),85,1,,,
CMI,5,Barabara,2,Pacific Cod (J),90,1,,,
CMI,5,Barabara,2,Pacific Cod (J),96,1,,,
CMI,5,Barabara,2,Pacific Cod (J),74,1,,,
CMI,5,Barabara,2,Pacific Cod (J),87,1,,,
CMI,5,Barabara,2,Pacific Cod (J),75,1,,,
CMI,5,Barabara,2,Pacific Cod (J),81,1,,,
CMI,5,Barabara,2,Pacific Cod (J),86,1,,,
CMI,5,Barabara,2,Pacific Cod (J),76,1,,,
CMI,5,Barabara,2,Pacific Cod (J),62,1,,,
CMI,5,Barabara,2,Pacific Cod (J),70,1,,,
CMI,5,Barabara,2,Pacific Cod (J),105,1,,,
CMI,5,Barabara,2,Pacific Cod (J),,60,,,
CMI,5,Barabara,2,Saffron Cod (J),100,1,,,
CMI,5,Barabara,2,Saffron Cod (J),100,1,,,
CMI,5,Barabara,2,Saffron Cod (J),108,1,,,
CMI,5,Barabara,2,Saffron Cod (J),98,1,,,
CMI,5,Barabara,2,Saffron Cod (J),115,1,,,
CMI,5,Barabara,2,Saffron Cod (J),100,1,,,
CMI,5,Barabara,2,Saffron Cod (J),95,1,,,
CMI,5,Barabara,2,Saffron Cod (J),95,1,,,
CMI,5,Barabara,2,Saffron Cod (J),90,1,,,
CMI,5,Barabara,2,Saffron Cod (J),104,1,,,
CMI,5,Barabara,2,Saffron Cod (J),91,1,,,
CMI,5,Barabara,2,Saffron Cod (J),103,1,,,
CMI,5,Barabara,2,Saffron Cod (J),94,1,,,
CMI,5,Barabara,2,Saffron Cod (J),127,1,,,
CMI,5,Barabara,2,Saffron Cod (J),121,1,,,
CMI,5,Barabara,2,Saffron Cod (J),105,1,,,
CMI,5,Barabara,2,Saffron Cod (J),99,1,,,
CMI,5,Barabara,2,Saffron Cod (J),95,1,,,
CMI,5,Barabara,2,Saffron Cod (J),94,1,,,
CMI,5,Barabara,2,Saffron Cod (J),104,1,,,
CMI,5,Barabara,2,Saffron Cod (J),113,1,,,
CMI,5,Barabara,2,Saffron Cod (J),97,1,,,
CMI,5,Barabara,2,Saffron Cod (J),113,1,,,
CMI,5,Barabara,2,Saffron Cod (J),110,1,,,
CMI,5,Barabara,2,Saffron Cod (J),103,1,,,
CMI,5,Barabara,2,Saffron Cod (J),93,1,,,
CMI,5,Barabara,2,Saffron Cod (J),94,1,,,
CMI,5,Barabara,2,Saffron Cod (J),88,1,,,
CMI,5,Barabara,2,Saffron Cod (J),92,1,,,
CMI,5,Barabara,2,Saffron Cod (J),110,1,,,
CMI,5,Barabara,2,Saffron Cod (J),,20,,,
CMI,5,Barabara,2,Masked Greenling,122,1,,,
CMI,5,Barabara,2,Masked Greenling,85,1,,,
CMI,5,Barabara,2,Masked Greenling,95,1,,,
CMI,5,Barabara,2,Masked Greenling,94,1,,,
CMI,5,Barabara,2,Rock Greenling,72,1,,,
CMI,5,Barabara,2,Rock Greenling,72,1,,,
CMI,5,Barabara,2,Crescent Gunnel,126,1,,,
CMI,5,Barabara,2,Crescent Gunnel,157,1,,,
CMI,5,Barabara,2,Crescent Gunnel,155,1,,,
CMI,5,Barabara,2,Crescent Gunnel,140,1,,,
CMI,5,Barabara,2,Pink Salmon,264,1,,,
CMI,5,Barabara,2,Rock Sole,193,1,,,
CMI,5,Barabara,2,Rock Sole,195,1,,,
CMI,5,Barabara,2,Rock Sole,180,1,,,
CMI,5,Barabara,2,Rock Sole,115,1,,,
CMI,5,Barabara,2,Rock Sole,136,1,,,
CMI,5,Barabara,2,Pacific Tomcod (J),81,1,,,
CMI,5,Barabara,2,Pacific Tomcod (J),84,1,,,
CMI,5,Barabara,2,Silver Spotted Sculpin,73,1,,,
CMI,5,Barabara,3,Rock Sole,120,1,,,
CMI,5,Barabara,3,Rock Sole,156,1,,,
CMI,5,Barabara,3,Rock Sole,134,1,,,
CMI,5,Barabara,3,Great Sculpin,193,1,,,
CMI,5,Barabara,3,English Sole,77,1,,,
CMI,5,Barabara,3,Crescent Gunnel,44,1,,,
CMI,5,Halibut Cove,1,Saffron Cod (J),112,1,,,
CMI,5,Halibut Cove,1,Saffron Cod (J),94,1,,,
CMI,5,Halibut Cove,1,Saffron Cod (J),95,1,,,
CMI,5,Halibut Cove,1,Saffron Cod (J),96,1,,,
CMI,5,Halibut Cove,1,Saffron Cod (J),102,1,,,
CMI,5,Halibut Cove,1,Starry Flounder,465,1,,,
CMI,5,Halibut Cove,1,Starry Flounder,230,1,,,
CMI,5,Halibut Cove,1,Starry Flounder,285,1,,,
CMI,5,Halibut Cove,1,Pacific Tomcod (J),84,1,,,
CMI,5,Halibut Cove,1,Pacific Sand Lance,117,1,,,
CMI,5,Halibut Cove,1,Pacific Sand Lance,129,1,,,
CMI,5,Halibut Cove,1,Pacific Sand Lance,104,1,,,
CMI,5,Halibut Cove,1,Scalyhead Sculpin,46,1,,,
CMI,5,Halibut Cove,2,Dolly Varden,262,1,,,
CMI,5,Halibut Cove,2,Dolly Varden,345,1,,,
CMI,5,Halibut Cove,2,Dolly Varden,276,1,,,
CMI,5,Halibut Cove,2,Dolly Varden,340,1,,,
CMI,5,Halibut Cove,2,Dolly Varden,282,1,,,
CMI,5,Halibut Cove,2,Dolly Varden,177,1,,,
CMI,5,Halibut Cove,2,Dolly Varden,274,1,,,
CMI,5,Halibut Cove,2,Dolly Varden,186,1,,,
CMI,5,Halibut Cove,2,Dolly Varden,300,1,,,
CMI,5,Halibut Cove,2,Dolly Varden,190,1,,,
CMI,5,Halibut Cove,2,Dolly Varden,196,1,,,
CMI,5,Halibut Cove,2,Dolly Varden,175,1,,,
CMI,5,Halibut Cove,2,Dolly Varden,183,1,,,
CMI,5,Halibut Cove,2,Starry Flounder,230,1,,,
CMI,5,Halibut Cove,2,Starry Flounder,326,1,,,
CMI,5,Halibut Cove,2,Starry Flounder,279,1,,,
CMI,5,Halibut Cove,2,Staghorn Sculpin,275,1,,,
CMI,5,Halibut Cove,2,Staghorn Sculpin,211,1,,,
CMI,5,Halibut Cove,2,Rock Sole,260,1,,,
CMI,5,Halibut Cove,2,Great Sculpin,207,1,,,
CMI,5,Halibut Cove,2,Great Sculpin,38,1,,,
CMI,5,Halibut Cove,2,Great Sculpin,40,1,,,
CMI,5,Halibut Cove,2,Great Sculpin,131,1,,,
CMI,5,Halibut Cove,2,Great Sculpin,126,1,,,
CMI,5,Halibut Cove,2,Great Sculpin,97,1,,,
CMI,5,Halibut Cove,2,Great Sculpin,40,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),106,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),100,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),104,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),102,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),98,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),102,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),101,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),98,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),92,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),94,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),104,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),95,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),96,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),99,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),106,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),97,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),112,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),95,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),103,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),95,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),111,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),89,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),96,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),104,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),94,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),90,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),93,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),100,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),102,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),106,1,,,
CMI,5,Halibut Cove,2,Saffron Cod (J),,226,,,
CMI,5,Halibut Cove,2,Pacific Cod (J),93,1,,,
CMI,5,Halibut Cove,2,Snake Prickleback,80,1,,,
CMI,5,Halibut Cove,2,Snake Prickleback,87,1,,,
CMI,5,Halibut Cove,2,Snake Prickleback,75,1,,,
CMI,5,Halibut Cove,2,Snake Prickleback,81,1,,,
CMI,5,Halibut Cove,2,Snake Prickleback,94,1,,,
CMI,5,Halibut Cove,2,Snake Prickleback,79,1,,,
CMI,5,Halibut Cove,2,Snake Prickleback,76,1,,,
CMI,5,Halibut Cove,2,Snake Prickleback,80,1,,,
CMI,5,Halibut Cove,2,Snake Prickleback,95,1,,,
CMI,5,Halibut Cove,2,Snake Prickleback,89,1,,,
CMI,5,Halibut Cove,2,Snake Prickleback,85,1,,,
CMI,5,Halibut Cove,2,Snake Prickleback,76,1,,,
CMI,5,Halibut Cove,2,Lingcod (J),108,1,,,
CMI,5,Halibut Cove,2,Pacific Tomcod (J),72,1,,,
CMI,5,Halibut Cove,2,Pacific Tomcod (J),78,1,,,
CMI,5,Halibut Cove,2,Pacific Tomcod (J),80,1,,,
CMI,5,Halibut Cove,2,Pacific Herring,42,1,,,
CMI,5,Halibut Cove,2,Pacific Herring,40,1,,,
CMI,5,Halibut Cove,3,Saffron Cod (J),240,1,,,
CMI,5,Halibut Cove,3,Saffron Cod (J),96,1,,,
CMI,5,Halibut Cove,3,Saffron Cod (J),91,1,,,
CMI,5,Halibut Cove,3,Saffron Cod (J),95,1,,,
CMI,5,Halibut Cove,3,Saffron Cod (J),90,1,,,
CMI,5,Halibut Cove,3,Saffron Cod (J),99,1,,,
CMI,5,Halibut Cove,3,Dolly Varden,190,1,,,
CMI,5,Halibut Cove,3,Dolly Varden,170,1,,,
CMI,5,Halibut Cove,3,Dolly Varden,166,1,,,
